"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","631","REG-005 - User should not be able to register successfully with an invalid Email Address format","firefox","2026-09-11","passed","2026-09-11","Register Tests","register.spec.ts","",""
"","1411","REG-004 - User should not be able to register successfully when mobileNumber is missing","webkit","2026-09-11","passed","2026-09-11","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1087","SEA-001 - User should be able to search for an existing product","firefox","2026-09-11","passed","2026-09-11","Search Tests","search.spec.ts","",""
"","1482","LG-001 - User should login successfully with valid credentials","chromium","2026-09-11","passed","2026-09-11","Login Tests","login.spec.ts","",""
"","2116","REG-001 - User should be able to sign up for a new account successfully","firefox","2026-09-11","passed","2026-09-11","Register Tests","register.spec.ts","",""
"","364","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-09-11","passed","2026-09-11","Register Tests","register.spec.ts","",""
"","673","REG-004 - User should not be able to register successfully when password is missing","chromium","2026-09-11","passed","2026-09-11","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","656","LG-003 - User should not be able to login with empty username","webkit","2026-09-11","passed","2026-09-11","Login Tests","login.spec.ts","",""
"","861","SEA-001 - User should be able to search for an existing product","chromium","2026-09-11","passed","2026-09-11","Search Tests","search.spec.ts","",""
"","485","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-09-11","passed","2026-09-11","Register Tests","register.spec.ts","",""
"","2151","REG-004 - User should not be able to register successfully when firstName is missing","webkit","2026-09-11","passed","2026-09-11","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","532","LG-002 - User should not be able to login with empty password","chromium","2026-09-11","passed","2026-09-11","Login Tests","login.spec.ts","",""
"","515","LG-003 - User should not be able to login with empty username","chromium","2026-09-11","passed","2026-09-11","Login Tests","login.spec.ts","",""
"","653","REG-003 - User should not be able to register successfully with an empty Email Address","firefox","2026-09-11","passed","2026-09-11","Register Tests","register.spec.ts","",""
"","1398","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-09-11","passed","2026-09-11","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","611","LG-004 - User should not be able to login with invalid username","chromium","2026-09-11","passed","2026-09-11","Login Tests","login.spec.ts","",""
"","642","SEA-002 - There should NOT be any item listed if user search for a non-existing product","chromium","2026-09-11","passed","2026-09-11","Search Tests","search.spec.ts","",""
"","1069","REG-004 - User should not be able to register successfully when firstName is missing","firefox","2026-09-11","passed","2026-09-11","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","973","REG-002 - User should not be able to register successfully with an empty Name","firefox","2026-09-11","passed","2026-09-11","Register Tests","register.spec.ts","",""
